plot_name	sample_name	colony_points	mean_colony	low_colony	high_colony	mean_env	low_env	high_env	outcrop_prop
cur_kal_10m_20200214	KP0802_AC_WP10	650	-1.8937475962070724	-1.9197575528432074	-1.8650308407488123	-1.9018697168873848	-2.1696776303508045	-1.6222617889941524	0.5040592787009944
cur_kal_10m_20200214	KP0803_HU_WP10	307	-2.2958250335709702	-2.314760188567705	-2.276423057650717	-2.26966444317467	-2.655134285981832	-1.9109647414243676	0.48283251449712616
cur_kal_10m_20200214	KP0804_AC_WP10	2637	-1.8751815623616181	-1.9399264806145657	-1.8056712596894553	-1.916502622734163	-2.258081097829986	-1.609963078852745	0.5907867460198073
cur_kal_10m_20200214	KP0805_HU_WP10	963	-1.9301691671930996	-1.9643066879147046	-1.8973599649232296	-1.9368944624002868	-2.302398887503167	-1.5486209089890925	0.4938187781020684
cur_kal_10m_20200214	KP0806_AC_WP10	660	-1.9432162913402666	-1.9634802923151475	-1.9264632321640294	-1.9812638725606377	-2.324803245481954	-1.609963078852745	0.5338073767469455
cur_kal_10m_20200214	KP0807_AC_WP10	7555	-1.7360634379240398	-1.8335218398554582	-1.636590260884009	-1.8976751207387135	-2.213152914780273	-1.5486209089890925	0.7179330306118492
cur_kal_10m_20200214	KP0808_AC_WP10	8465	-1.9314319572712377	-2.017483751331924	-1.8612051994911887	-2.027425330953267	-2.396713922041408	-1.609963078852745	0.5913968428484997
cur_kal_10m_20200214	KP0809_AC_WP10	457	-1.8201259891365744	-1.8389747324163104	-1.7997911149159562	-1.9114777895438075	-2.2312348440530143	-1.5486209089890925	0.6022567571491821
cur_kal_10m_20200214	KP0810_AC_WP10	939	-2.0446006025706893	-2.0691041782218473	-2.0174640652278333	-2.0216283804785484	-2.455604340573991	-1.609963078852745	0.4860261160468106
cur_kal_10m_20200214	KP0811_AC_WP10	661	-1.9190058123591356	-1.9361056333054696	-1.9007866117943553	-1.9541328454948008	-2.3033161915741123	-1.5876380634412606	0.5369877380738356
cur_kal_10m_20200214	KP0812_AC_WP10	3789	-1.93151142112392	-2.000518490745536	-1.8646898280106683	-2.0061733665165824	-2.401287354520049	-1.5743098929418962	0.5680637686299667
cur_kal_10m_20200214	KP0813_AC_WP10	7789	-2.0001498316281316	-2.1226216927598056	-1.9096995789555475	-2.035109775434784	-2.5363801463879594	-1.6312905565316949	0.5924610345424318
cur_kal_10m_20200214	KP0815_AC_WP10	16531	-2.126029440092007	-2.2405455507702916	-2.0051531302636736	-2.0523226664472065	-2.580395329908005	-1.6312905565316949	0.47873101322592015
