Individual,Species,Population,Site,Loc,Depth,V1,V2,V3,V4,V5,V6,Clusters,Q.Clust1,Q.Clust2,Q.Clust3,Q.Clust4,Q.Clust5,Q.Clust6
KP0934_AC_WP10,AC,AC_WP10,WP10,WP,10,15.7793538,-10.092448,1.29361622,-0.368751267,0.181457416,-0.009415516,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0935_AC_WP10,AC,AC_WP10,WP10,WP,10,1.2919452,36.793009,0.45081874,3.768720109,-0.315145594,-0.028369099,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP0936_AC_WP10,AC,AC_WP10,WP10,WP,10,14.2155075,-9.576234,1.62300116,-0.262642126,0.472855579,-0.068761428,1,0.841443,1e-05,1e-05,0.158517,1e-05,1e-05
KP0937_AC_WP10,AC,AC_WP10,WP10,WP,10,16.2681607,-10.51537,2.23098693,-0.14442165,0.150912412,-0.285186217,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0940_AC_WP10,AC,AC_WP10,WP10,WP,10,16.4907391,-10.656582,1.99433574,-0.207554217,0.14973882,-0.229578059,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0941_HU_WP10,HU,HU_WP10,WP10,WP,10,1.3825096,37.565623,0.74325537,5.17878664,-0.39180417,-0.802723065,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP0942_AC_WP10,AC,AC_WP10,WP10,WP,10,16.6029924,-10.610809,2.05156071,-0.236928865,0.240303342,-0.254035815,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0945_AC_WP10,AC,AC_WP10,WP10,WP,10,14.804269,-9.798526,1.59950273,-0.314285545,0.10908865,-0.078647974,1,0.931541,0.002174,1e-05,0.066255,1e-05,1e-05
KP0947_AC_WP10,AC,AC_WP10,WP10,WP,10,16.5436674,-10.510006,1.21896924,-0.031973065,0.114053787,-0.127959367,1,0.878501,1e-05,1e-05,0.121459,1e-05,1e-05
KP0948_AC_WP10,AC,AC_WP10,WP10,WP,10,1.1574702,37.245276,0.85933181,5.265853688,-0.490184006,-2.5430428,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP0950_AC_WP05,AC,AC_WP05,WP05,WP,5,14.6709244,-9.737684,1.52759862,-0.186659392,0.083276412,0.192879218,1,0.956115,1e-05,1e-05,0.043845,1e-05,1e-05
KP0951_HU_WP10,HU,HU_WP10,WP10,WP,10,1.251788,36.047067,-1.36983376,-12.32107366,1.024430013,-2.063301748,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0953_AC_WP10,AC,AC_WP10,WP10,WP,10,16.3028341,-10.783999,1.96643909,-0.269238508,-0.049828821,-0.151471988,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0954_HU_WP05,HU,HU_WP05,WP05,WP,5,1.3711213,34.291877,0.30889785,-0.82086852,0.165542078,9.757127142,7,1e-05,1e-05,0.737618,1e-05,1e-05,0.262342
KP0956_HU_WP05,HU,HU_WP05,WP05,WP,5,1.4488777,36.106508,0.09359296,0.270843641,0.051770798,7.136722497,7,1e-05,1e-05,0.762619,1e-05,1.2e-05,0.237338
KP0957_HU_WP05,HU,HU_WP05,WP05,WP,5,1.4862678,35.03872,0.04238122,-0.292876223,0.034198103,9.113383627,7,1e-05,1e-05,0.684757,1e-05,1e-05,0.315203
KP0958_HU_WP05,HU,HU_WP05,WP05,WP,5,1.3161562,33.708887,0.11591311,-1.491440278,-0.059413797,10.27459901,7,1e-05,1e-05,0.815071,1e-05,1e-05,0.184889
KP0959_HU_WP05,HU,HU_WP05,WP05,WP,5,1.1222696,33.424411,-1.11392835,-11.59445431,0.867837503,-1.76304165,6,1e-05,1e-05,0.039888,1e-05,1e-05,0.960072
KP0960_HU_WP05,HU,HU_WP05,WP05,WP,5,1.3386232,36.173191,-1.297056,-12.5026201,1.08587252,-2.283378752,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0961_HU_WP05,HU,HU_WP05,WP05,WP,5,1.1394277,31.832066,0.06004694,-0.38210196,-0.131367852,8.994397739,7,1e-05,1e-05,0.640847,1e-05,1e-05,0.359113
KP0962_AC_WP05,AC,AC_WP05,WP05,WP,5,16.7977892,-10.778977,1.71781328,-0.078273164,0.151709377,-0.232332059,1,0.922383,1e-05,1e-05,0.077577,1e-05,1e-05
KP0963_HU_WP05,HU,HU_WP05,WP05,WP,5,1.2869609,34.508642,0.60858908,4.565075163,-0.312546442,-1.043772117,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP0964_HU_WP05,HU,HU_WP05,WP05,WP,5,1.1695002,36.45231,0.19781019,-0.510889779,0.023924298,10.11817523,7,1e-05,1e-05,0.716862,1e-05,1e-05,0.283098
KP0965_AC_WP05,AC,AC_WP05,WP05,WP,5,15.8156246,-10.397386,1.75737787,-0.127066159,0.100893799,0.036167983,1,0.923077,1e-05,1e-05,0.076883,1e-05,1e-05
KP0967_HU_WP05,HU,HU_WP05,WP05,WP,5,13.8137709,-9.019808,0.66382053,-0.009198297,-0.040667204,0.011969968,1,0.935814,1e-05,1e-05,0.064146,1e-05,1e-05
KP0968_HU_WP05,HU,HU_WP05,WP05,WP,5,1.1343935,36.803992,0.6625882,4.203755041,-0.38206798,-0.729216009,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP0970_HU_WP05,HU,HU_WP05,WP05,WP,5,0.9634214,33.605083,0.05927455,4.336530741,-0.327174361,-1.66472212,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP0971_HU_WP05,HU,HU_WP05,WP05,WP,5,1.3120265,35.838768,0.03653572,1.632802175,-0.176561435,2.46741525,7,1e-05,1e-05,0.799692,1e-05,1.5e-05,0.200263
KP0972_HU_WP05,HU,HU_WP05,WP05,WP,5,1.3753598,30.967696,-1.18081541,-11.24271749,0.876389512,-1.917137127,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0973_HU_WP05,HU,HU_WP05,WP05,WP,5,1.112488,34.415832,-1.27085005,-12.2001919,0.918135053,-2.280584951,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0974_AC_WP05,AC,AC_WP05,WP05,WP,5,15.5255918,-9.995912,-0.08967644,0.126762145,0.031872497,-0.102765567,1,0.91613,1e-05,1e-05,0.08383,1e-05,1e-05
KP0977_AC_WP05,AC,AC_WP05,WP05,WP,5,16.473693,-10.707165,0.97333512,0.059170873,-0.019190207,-0.2459064,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0978_AC_WP05,AC,AC_WP05,WP05,WP,5,16.61337,-10.493124,1.07762651,-0.110839562,0.099638836,-0.141478708,1,0.951845,1e-05,1e-05,0.048115,1e-05,1e-05
KP0979_HU_WP05,HU,HU_WP05,WP05,WP,5,1.1670468,36.262642,-1.19925373,-11.47944283,0.985373525,-2.312293651,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0980_HU_WP05,HU,HU_WP05,WP05,WP,5,1.4422063,36.268206,-1.08962917,-11.29105119,0.997921911,-2.386315103,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0981_AC_WP05,AC,AC_WP05,WP05,WP,5,14.2254069,-9.445131,1.27838766,0.004617555,-0.056175302,-0.273318356,1,0.994161,1e-05,1e-05,0.005799,1e-05,1e-05
KP0982_AC_WP05,AC,AC_WP05,WP05,WP,5,11.4033197,-7.832272,1.04472503,-0.204719168,0.169165847,0.109282201,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0984_HU_WP05,HU,HU_WP05,WP05,WP,5,1.3603852,35.902518,0.35935739,0.960744322,-0.148010479,5.759165798,7,1e-05,1e-05,0.848557,1e-05,1.7e-05,0.151396
KP0985_AC_WP05,AC,AC_WP05,WP05,WP,5,1.401457,35.565135,-1.41520662,-12.24602722,1.022979383,-2.248357524,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0986_HU_WP05,HU,HU_WP05,WP05,WP,5,1.2207654,35.845963,-1.37213485,-11.86057869,0.910283099,-1.992704311,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0987_HU_WP05,HU,HU_WP05,WP05,WP,5,1.4631877,33.042931,-1.51570825,-10.55145611,0.696225581,-1.954035119,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0989_HU_WP05,HU,HU_WP05,WP05,WP,5,1.4374226,35.581862,-1.26939934,-12.65895815,1.070737269,-2.623901465,6,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995
KP0992_AC_CA10,AC,AC_CA10,CA10,CA,10,16.4649961,-10.363684,1.58099189,-0.317406404,0.106249143,0.14215258,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP0993_AC_CA10,AC,AC_CA10,CA10,CA,10,13.4044757,-9.151615,0.77684333,-0.035569726,0.074944723,0.310674797,1,0.916386,1e-05,1e-05,0.083574,1e-05,1e-05
KP0999_AC_CA10,AC,AC_CA10,CA10,CA,10,16.6644948,-10.877502,1.73177117,-0.349478037,0.0812569,0.115974601,1,0.964405,1e-05,1e-05,0.035555,1e-05,1e-05
KP1002_AC_WP10,AC,AC_WP10,WP10,WP,10,16.0116094,-10.300806,0.99533103,-0.069676665,0.069582577,-0.088027014,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1005_HU_CA10,HU,HU_CA10,CA10,CA,10,1.310506,37.55923,0.71838589,5.80240396,-0.63517052,-2.263375563,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP1009_AC_CA10,AC,AC_CA10,CA10,CA,10,16.4533905,-10.520405,1.09496959,-0.096088885,0.064606511,0.015293711,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1011_AC_CA10,AC,AC_CA10,CA10,CA,10,16.5934898,-10.762452,1.11262903,-0.099212172,0.029098336,0.118558439,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1012_AC_CA10,AC,AC_CA10,CA10,CA,10,16.4363169,-10.587774,0.86579328,0.159493953,0.000444306,-0.134092992,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1015_AC_CA10,AC,AC_CA10,CA10,CA,10,16.6105225,-10.651613,1.53692343,-0.160822768,0.08950605,0.017596856,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1019_AC_CA10,AC,AC_CA10,CA10,CA,10,14.6566284,-9.981096,1.69284771,-0.00905524,0.057347008,0.185585673,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1021_AC_CA10,AC,AC_CA10,CA10,CA,10,15.0938164,-10.033662,1.58982253,-0.031731609,0.037581957,0.104603875,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1022_AC_CA10,AC,AC_CA10,CA10,CA,10,15.8736366,-10.439836,1.8791877,0.020934222,0.199760244,-0.055725351,1,0.974251,1e-05,1e-05,0.025703,1.6e-05,1e-05
KP1026_AC_CA10,AC,AC_CA10,CA10,CA,10,16.5025975,-10.624835,1.47291349,-0.183092154,0.076743344,0.025401174,1,0.999947,1e-05,1e-05,1e-05,1e-05,1.3e-05
KP1029_AC_CA10,AC,AC_CA10,CA10,CA,10,16.6923644,-10.74154,1.04415762,-0.051584045,0.050767337,0.101811669,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1030_AC_CA10,AC,AC_CA10,CA10,CA,10,16.6408146,-10.670004,1.92427412,-0.067503959,0.144350989,0.116192656,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1032_AC_CA10,AC,AC_CA10,CA10,CA,10,16.4996773,-10.793035,1.36618309,0.044042175,0.026792981,-0.165285601,1,0.972921,1e-05,1e-05,0.027039,1e-05,1e-05
KP1033_HU_CA10,HU,HU_CA10,CA10,CA,10,1.2316617,37.642806,0.58075404,5.111447316,-0.526395652,-1.836617583,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP1034_HU_CA10,HU,HU_CA10,CA10,CA,10,1.1359164,37.012378,0.93821363,5.869276447,-0.651028316,-2.454330775,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP1037_HU_CA10,HU,HU_CA10,CA10,CA,10,1.196082,36.98596,0.28951648,2.95811728,-0.305453947,0.286980398,3,1e-05,1e-05,0.999945,1e-05,1.5e-05,1e-05
KP1039_HU_CA10,HU,HU_CA10,CA10,CA,10,1.3279051,37.345821,0.80827072,5.656310712,-0.535830921,-2.86973186,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP1041_HU_CA10,HU,HU_CA10,CA10,CA,10,1.292895,37.204557,0.37694483,2.577633976,-0.266582486,1.134683792,3,1e-05,1e-05,0.999949,1e-05,1.1e-05,1e-05
KP1043_LM_CA10,LM,LM_CA10,CA10,CA,10,-47.8149517,-8.412735,-0.63249641,1.033965537,9.891489602,-0.12432219,5,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05
KP1045_AC_CA10,AC,AC_CA10,CA10,CA,10,13.3401699,-8.068169,-13.10082224,1.373379399,-0.964712945,0.291279051,4,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05
KP1046_AC_CA10,AC,AC_CA10,CA10,CA,10,16.5822909,-10.610517,1.70465334,-0.208174855,-0.015693904,-0.198159101,1,0.985674,1e-05,1e-05,0.014286,1e-05,1e-05
KP1047_AC_CA10,AC,AC_CA10,CA10,CA,10,14.9019718,-9.589032,1.70420926,-0.081223356,0.058071616,0.153687204,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1052_AC_CA10,AC,AC_CA10,CA10,CA,10,14.5037371,-9.994303,1.88087775,-0.24888369,0.340891407,0.084875378,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1053_AC_CA10,AC,AC_CA10,CA10,CA,10,12.3698182,-8.455898,1.61216846,-0.049151282,0.088161423,0.420640127,1,0.955631,1e-05,1e-05,0.044329,1e-05,1e-05
KP1061_LM_CA20,LM,LM_CA20,CA20,CA,20,-51.8601774,-9.245319,0.4465864,-0.53405088,-6.476289565,-0.046002602,2,1e-05,0.996136,1e-05,1e-05,0.003824,1e-05
KP1062_AC_CA20,AC,AC_CA20,CA20,CA,20,16.5108635,-10.903714,1.03455776,0.064682244,0.057806421,-0.179664684,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1064_LM_CA20,LM,LM_CA20,CA20,CA,20,-51.1837742,-8.506967,-0.96178978,1.24487007,13.2388166,-0.09836156,5,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05
KP1065_LM_CA20,LM,LM_CA20,CA20,CA,20,-49.6688605,-8.524928,-0.89789973,1.041122564,11.80681611,-0.199790178,5,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05
KP1066_AC_CA20,AC,AC_CA20,CA20,CA,20,10.4132737,-7.458609,1.15278338,-0.41189792,0.374267621,0.208534662,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1067_AC_CA20,AC,AC_CA20,CA20,CA,20,15.3973552,-10.096096,1.38714822,-0.088874532,0.174353323,-0.103058984,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1070_AC_CA20,AC,AC_CA20,CA20,CA,20,15.8616849,-10.275127,1.54022459,-0.375125046,0.21923281,0.065560264,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1071_AC_CA20,AC,AC_CA20,CA20,CA,20,16.400723,-10.608417,1.25032402,-0.177527802,0.061288612,0.202469878,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1076_AC_CA20,AC,AC_CA20,CA20,CA,20,14.6340311,-9.96102,1.3515866,0.139222993,0.13948178,-0.162133974,1,0.963177,1e-05,1e-05,0.036783,1e-05,1e-05
KP1077_AC_CA20,AC,AC_CA20,CA20,CA,20,16.6476135,-10.856486,1.69683059,-0.010130131,0.109140326,0.142335773,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1079_AC_CA20,AC,AC_CA20,CA20,CA,20,16.555922,-10.659928,1.6111956,0.319408787,0.04973652,-0.112429689,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1084_AC_CA20,AC,AC_CA20,CA20,CA,20,1.2067233,36.947026,0.74335736,5.013366318,-0.461294032,-1.770590589,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP1088_AC_CA20,AC,AC_CA20,CA20,CA,20,16.1736618,-10.480863,1.36100544,-0.271815357,0.2468451,0.083097619,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1089_AC_CA20,AC,AC_CA20,CA20,CA,20,14.7051176,-9.96487,1.43797582,-0.27469871,-0.088166863,0.396893269,1,0.922711,1e-05,1e-05,0.077249,1e-05,1e-05
KP1093_LM_CA20,LM,LM_CA20,CA20,CA,20,-42.1892493,-2.878924,-0.60643837,1.723124453,10.30236669,-0.26124569,5,1e-05,1e-05,0.069899,1e-05,0.930061,1e-05
KP1094_LM_CA20,LM,LM_CA20,CA20,CA,20,-44.4865321,-7.330304,-0.64483934,0.921806885,10.70694501,-0.111036272,5,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05
KP1095_HU_CA20,HU,HU_CA20,CA20,CA,20,-51.1406747,-9.066419,0.21531269,-0.33301983,-5.393313798,-0.126038591,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP1097_AC_CA20,AC,AC_CA20,CA20,CA,20,14.7173257,-10.131635,1.43194552,-0.221983484,0.244128371,0.141580925,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1101_LM_CA20,LM,LM_CA20,CA20,CA,20,-49.1178011,-8.364298,-0.64661999,1.00856613,10.67781879,0.065252865,5,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05
KP1103_LM_CA20,LM,LM_CA20,CA20,CA,20,-51.7848227,-9.245143,0.55411993,-0.562379614,-5.486929656,0.099008578,2,1e-05,0.954515,1e-05,1e-05,0.045445,1e-05
KP1104_AC_CA20,AC,AC_CA20,CA20,CA,20,16.5157617,-10.439637,1.41751726,-0.061451339,0.030967532,-0.016673154,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1107_AC_CA20,AC,AC_CA20,CA20,CA,20,15.7595603,-10.30341,2.20453681,-0.390132322,0.391620731,0.083248222,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1115_AC_CA20,AC,AC_CA20,CA20,CA,20,16.2284585,-10.90292,2.23781232,-0.216495832,0.179847259,0.162246657,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1116_AC_CA20,AC,AC_CA20,CA20,CA,20,1.2232663,37.486681,0.82828649,6.017505011,-0.53315333,-2.991369845,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP1118_LM_CA20,LM,LM_CA20,CA20,CA,20,-46.7679424,-8.186199,0.59069991,-0.431418215,-5.906407579,-0.284836032,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP1119_LM_CA20,LM,LM_CA20,CA20,CA,20,-51.7130283,-9.358856,0.25704854,-0.550289484,-5.273960834,0.118327687,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP1120_AC_CA20,AC,AC_CA20,CA20,CA,20,16.7301552,-11.004681,2.11126954,-0.268947259,0.02998633,0.095079857,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1121_AC_CA20,AC,AC_CA20,CA20,CA,20,14.6247747,-8.428558,-13.96193451,1.445044232,-1.03545556,0.042373367,4,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05
KP1123_LM_CA20,LM,LM_CA20,CA20,CA,20,-49.6598888,-8.513426,-0.48652764,0.823338449,10.76238437,-0.027271091,5,1e-05,0.030167,1e-05,1e-05,0.969793,1e-05
KP1124_AC_CA20,AC,AC_CA20,CA20,CA,20,-51.668558,-9.082398,0.47236237,-0.746385682,-5.217843107,-0.015653083,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP1125_AC_CA20,AC,AC_CA20,CA20,CA,20,16.1958244,-10.697597,2.10943485,-0.14455611,0.075540215,0.085911574,1,0.999942,1e-05,1e-05,1e-05,1e-05,1.8e-05
KP1126_LM_CA20,LM,LM_CA20,CA20,CA,20,-51.136656,-8.762937,-0.55763495,0.845955007,8.980609253,0.041775556,5,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05
KP1128_AC_CA20,AC,AC_CA20,CA20,CA,20,16.3223986,-10.531336,1.30233796,-0.146737435,0.002598182,0.158112571,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1133_LM_CA20,LM,LM_CA20,CA20,CA,20,-51.2635654,-9.109949,0.34956999,-0.476127905,-5.902242841,0.05855829,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP1134_AC_CA20,AC,AC_CA20,CA20,CA,20,15.9357222,-10.294129,1.75172655,-0.184437411,0.209803534,0.046490682,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1135_AC_CA20,AC,AC_CA20,CA20,CA,20,15.1041124,-9.866201,1.66391872,-0.245280621,0.142614433,0.219697908,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1137_AC_CA20,AC,AC_CA20,CA20,CA,20,14.4668665,-9.879087,1.95110286,-0.282343318,0.000881173,0.283853345,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1139_LM_CA20,LM,LM_CA20,CA20,CA,20,16.7064187,-10.982064,2.06601918,-0.150261402,0.172530619,0.049731952,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1140_AC_CA20,AC,AC_CA20,CA20,CA,20,10.285212,-7.328511,1.07157988,-0.083085286,0.249972068,0.396420053,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1141_AC_CA20,AC,AC_CA20,CA20,CA,20,11.4626892,-8.332448,1.36853548,-0.173972462,0.332092909,0.189176963,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1143_AC_CA20,AC,AC_CA20,CA20,CA,20,15.6052029,-10.056738,1.10838105,-0.131450942,0.019398975,0.125144599,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1144_LM_CA20,LM,LM_CA20,CA20,CA,20,-50.6233981,-9.016153,0.29326253,-0.615172105,-5.606573573,0.062004726,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP1147_AC_CA20,AC,AC_CA20,CA20,CA,20,9.9605212,-6.423168,-9.68970698,0.880253609,-0.40153692,0.524653841,4,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05
KP1148_AC_CA20,AC,AC_CA20,CA20,CA,20,16.3325178,-10.436607,1.39864704,-0.054580683,0.070434002,0.138257792,1,0.941682,1e-05,1e-05,0.058278,1e-05,1e-05
KP1149_AC_CA20,AC,AC_CA20,CA20,CA,20,12.1380197,-8.771201,1.54530567,-0.38775118,0.380512822,0.162731137,1,0.887472,1e-05,1e-05,0.112488,1e-05,1e-05
KP1150_AC_CA20,AC,AC_CA20,CA20,CA,20,16.5655903,-10.777331,1.41395083,-0.184696595,0.086008491,0.231972352,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1151_AC_CA20,AC,AC_CA20,CA20,CA,20,11.9235773,-8.601481,1.10982663,-0.268876638,0.316897612,0.149305834,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KP1153_UN_CA20,UN,UN_CA20,CA20,CA,20,1.1742257,37.381875,0.85290917,5.262699146,-0.520973963,-2.023894896,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP1156_UN_CA20,UN,UN_CA20,CA20,CA,20,15.8059446,-10.566417,1.67372138,-0.062961603,0.030030977,0.141050751,1,0.992433,1e-05,1e-05,0.007527,1e-05,1e-05
KP1159_UN_CA20,UN,UN_CA20,CA20,CA,20,1.0640071,36.414752,0.70355748,5.091379308,-0.492229799,-1.96555618,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KP1160_UN_CA20,UN,UN_CA20,CA20,CA,20,-51.0550763,-9.176233,0.45030576,-0.475662831,-5.24692519,0.012808632,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP1162_AC_CA20,AC,AC_CA20,CA20,CA,20,1.2031301,32.636458,0.55366619,4.555273474,-0.427310933,-1.828216926,3,1e-05,1e-05,0.921657,1e-05,1e-05,0.078303
KP1164_LM_CA20,LM,LM_CA20,CA20,CA,20,-51.9011874,-9.336475,0.33754284,-0.489403856,-4.709043228,0.109133394,2,1e-05,0.963929,1e-05,1e-05,0.036031,1e-05
KP1166_LM_CA20,LM,LM_CA20,CA20,CA,20,-52.0005217,-9.062045,0.35573153,-0.559624336,-5.347846134,0.050656512,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
KP1167_LM_CA20,LM,LM_CA20,CA20,CA,20,-50.1816749,-8.961587,-0.86080505,0.79716924,10.67758813,-0.054930465,5,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05
KX0075_HU_SB10,HU,HU_SB10,SB10,SB,10,1.2428333,36.477257,0.61506416,4.677722898,-0.510208472,-0.671609762,3,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05
KX0330_LM_WP20,LM,LM_WP20,WP20,WP,20,-48.7031831,-8.579313,-0.38246818,0.833158332,8.17332069,-0.046501974,5,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05
KX0743_AC_WP10,AC,AC_WP10,WP10,WP,10,16.5557593,-10.486971,1.03422654,-0.228883021,-0.014955671,-0.132413534,1,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05
KY0578_AC_WP20,AC,AC_WP20,WP20,WP,20,-49.1559511,-8.531437,0.49743816,-0.498421016,-5.784720172,-0.042169001,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
NR4407_G1_CS50,G1,G1_CS50,CS50,CS,50,-46.5486749,-7.725893,-0.21056963,0.251473317,2.891783081,-0.090114514,5,1e-05,0.288023,1e-05,1e-05,0.711937,1e-05
NR4671_L1_CS50,L1,L1_CS50,CS50,CS,50,-50.9450829,-8.732081,-0.66992835,0.8802623,9.723731701,-0.010203348,5,1e-05,0.044171,1e-05,1e-05,0.955789,1e-05
NR5050_L2_CS15,L2,L2_CS15,CS15,CS,15,-47.8700935,-8.649513,0.57715009,-0.281902518,-4.602193422,-0.418218351,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
NR5053_L2_CS15,L2,L2_CS15,CS15,CS,15,-50.6803376,-9.155181,0.09008406,-0.633435189,-4.855661765,0.181747584,2,1e-05,0.931124,1e-05,1e-05,0.068836,1e-05
NR5242_L1_CK50,L1,L1_CK50,CK50,CK,50,-49.6820684,-8.564073,-0.77529997,1.049565691,11.2425924,0.325483057,5,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05
NR5533_L2_CR15,L2,L2_CR15,CR15,CR,15,-51.7334109,-9.104406,0.10764544,-0.411119502,-4.713776888,0.146827965,2,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05
NR5534_L1_CR15,L1,L1_CR15,CR15,CR,15,-47.2377261,-8.297574,-0.60501731,0.830057326,9.391917176,0.044984997,5,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05
NR6262_G2_BR50,G2,G2_BR50,BR50,BR,50,-46.3644659,-7.677969,-0.26201581,0.365524649,1.879186236,-0.32713651,5,1e-05,0.371101,1e-05,0.006413,0.622447,1.9e-05
