,xy,xz,yz,outcrop_prop,overhang_prop,range
KP0088_AC_SB10,6.8325644328162225,,4.515021018329404,0.628085284041329,0.5454545454545454,0.02164770712177612
KP0089_AC_SB10,25.36163242535904,40.777886746854826,20.39457122391206,0.5932223455824562,1.0,0.015944096732682298
KP0090_AC_SB10,17.968602187246038,40.73953811014822,3.266557533437585,0.8084311781410579,0.0,0.0058638867583030545
KP0091_HU_SB10,,19.27308119523776,2.846928630544886,0.3355674589865859,0.0,0.0036686201070363286
KP0092_HU_SB10,41.02498891427883,68.55165204686622,,0.5115314236262537,0.5,0.004741510633203975
KP0093_HU_SB10,31.33052922064877,21.22840013083814,32.78562584296283,0.4269086848842484,1.0,0.004697842001140123
KP0094_HU_SB10,16.888032227458602,4.205992219566466,39.008218369652674,0.5273807136589419,0.3333333333333333,0.007400795571842549
KP0095_AC_SB10,37.98926454511879,19.93134530857088,13.572900070521623,0.5022270169065284,0.6666666666666666,0.005772714184501361
KP0098_AC_SB10,9.759750843933078,32.554474264759676,14.49618805555807,0.46704090691487327,1.0,0.007594492262129198
KP0099_AC_SB10,2.2050642637529565,0.6347275990296519,62.11971932651564,0.5078989341129314,0.0,0.0034320582719734416
KP0100_AC_SB10,20.935572088845415,10.83273730288276,11.366709478177182,0.6335837077290019,0.5,0.005367945735079262
KP0101_AC_SB10,15.453167875410246,2.925242702403692,21.936707826093816,0.617065502149584,1.0,0.016052498669971937
KP0102_AC_SB10,3.000661275111892,24.369678206914752,3.3620171881328638,0.7149840202615226,0.42857142857142855,0.028672849575791623
KP0103_AC_SB10,0.3069208824696303,7.776589251850611,9.284116035431461,0.5661345539633843,1.0,0.009168976336228672
KP0104_AC_SB10,,14.58925040887536,13.555568001413027,0.6172788728161135,0.0,0.011584641502682938
KP0105_AC_SB10,33.54480100507429,18.17627223106634,34.046926473765026,0.5335929851034444,1.0,0.007330475282399727
KP0107_AC_SB10,10.146511994155446,13.026491724870837,34.9146524630472,0.6108232440436212,1.0,0.015616136500085923
KP0108_AC_SB10,11.466917766036884,13.983501452436922,1.0780774680563456,0.64510063318453,0.6,0.00977269688287772
KP0109_LM_SB10,12.156759744580272,26.30010399667811,9.85584057301469,0.5040095412357453,1.0,0.016727424528164534
KP0112_AC_SB10,25.608496758419342,26.043897691756055,11.265898711588704,0.4122902841611585,0.5,0.008178258249688243
KP0113_LM_SB10,44.31730513352659,1.253885643867053,18.670333657549573,0.5493383727948022,1.0,0.016449217467304062
KP0116_AC_SB10,19.688188001460503,17.57880967460514,13.022101797054376,0.7730849495225108,0.0,0.01545739518876316
KP0117_AC_SB10,4.0419096880278955,32.92323126446234,33.60414798736344,0.5071941462298674,1.0,0.010485769659209936
KP0119_AC_SB10,6.0868681506166675,14.436948357451953,26.12139057434789,0.3378201137964202,0.4166666666666667,0.024583820820651893
KP0121_AC_SB10,5.683012472015269,19.98059536269871,23.1761789114639,0.6475491095925445,0.0,0.007434192569192383
KP0122_AC_SB10,8.953554851458177,21.78118935257013,1.4266098077055813,0.5077286964448016,1.0,0.009727710504750228
KP0123_AC_SB10,2.6534477346787226,3.212477890185909,2.0053156635289406,0.7854560764005348,0.08333333333333333,0.02341946665555057
KP0124_AC_SB10,7.853369270867223,3.6699240868565988,11.364271384035266,0.662974731107921,0.0,0.012899637713326261
KP0125_AC_SB10,1.7046043876215289,3.401466752513376,7.975545777614549,0.7575415288168662,0.0,0.005749139025281867
KP0126_AC_SB10,2.886951970720437,29.002376871696395,12.396718172552232,0.6953684962253742,0.2,0.02871827490194684
KP0127_AC_SB10,18.20375199018074,14.248718730220627,6.978367237970673,0.6919450525471754,1.0,0.020274547714613157
KP0128_LM_SB10,39.87939589505334,12.968487128323847,29.916615364528347,0.5255561779724417,1.0,0.005235910020509571
KP0129_AC_SB10,33.564093495364006,13.47737202089401,17.24011044819938,0.6816543780122312,1.0,0.009038025772713718
